team_display,team,fifa_merge_name,fifa_team_name,fifa_rank,fifa_points,fifa_prev_rank,fifa_ranking_movement,fifa_country_code,fifa_confederation,fifa_rated_matches,fifa_ranking_source,fifa_ranking_last_update,fifa_ranking_next_update,squad_value_m,squad_value_source,avg_player_rating,top5_player_rating,rating_source,star_name,star_rating,star_available,star_source,injury_count,injury_source,data_quality,notes,elo_rating,goals_for_roll10,goals_against_roll10,points_roll10,fifa_id_team,fifa_ranking_schedule_id,fifa_ranking_source_url,tm_merge_name,tm_team_name_raw,tm_squad_size,tm_avg_age,tm_wc_participations,tm_foreigners_percent,tm_market_value_raw,tm_market_value_m_eur,tm_avg_market_value_raw,tm_avg_market_value_m_eur,tm_source_url,fifa_points_numeric,squad_value_numeric,fifa_points_z,squad_value_z,avg_rating_z,top5_rating_z,star_rating_z,official_fifa_strength_score,squad_only_strength_score,squad_strength_score,squad_strength_method
Scotland,Scotland,Scotland,Scotland,43,1498.350389,38.0,-5.0,SCO,UEFA,49,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,170.25,Transfermarkt World Cup 2026 participants page,74.8,79.5,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,81.5,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1791.9363018387214,2.1,1.0,1.9,43967,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Scotland,Scotland,26,29.2,9,69.2 %,€170.25m,170.25,€6.55m,6.55,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1498.350389,170.25,-0.519943818328563,-0.5105579448550184,-0.47892641455998036,-0.4406468226380853,-0.44861925363039773,-0.519943818328563,-0.4809586106689311,-0.5056321284825436,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Morocco,Morocco,Morocco,Morocco,8,1755.86841,8.0,0.0,MAR,CAF,85,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,498.3,Transfermarkt World Cup 2026 participants page,82.5,88.6,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,91.5,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1971.902253085262,2.2,0.3,2.4,43872,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Morocco,Morocco,26,26.4,8,92.3 %,€498.30m,498.3,€19.17m,19.17,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1755.86841,498.3,1.1238592793941502,0.36891530024766084,1.0603014360606118,1.0820947290099767,1.1405854824772814,1.1238592793941502,0.7655789404971574,0.8940359407659426,fifa_points_55_transfermarkt_value_30_rating_proxy_15
United States,United States,USA,USA,16,1673.126608,15.0,-1.0,USA,CONCACAF,73,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,385.65,Transfermarkt World Cup 2026 participants page,80.3,86.0,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,88.7,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1817.02303310253,1.8,1.7,1.6,43921,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,United States,United States,26,26.9,12,73.1 %,€385.65m,385.65,€14.83m,14.83,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1673.126608,385.65,0.5956972893687633,0.0669105416412995,0.6205220501690136,0.6470257142533883,0.6956081563671318,0.5956972893687633,0.387960520078135,0.44718965088890505,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Australia,Australia,Australia,Australia,27,1580.674774,27.0,0.0,AUS,AFC,53,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,77.45,Transfermarkt World Cup 2026 participants page,74.7,78.8,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,80.5,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1894.2345135341816,1.4,1.0,1.8,43976,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Australia,Australia,26,27.4,7,80.8 %,€77.45m,77.45,€2.98m,2.98,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1580.674774,77.45,0.005553692702392816,-0.7593465964188917,-0.4989163866459609,-0.5577807881494752,-0.6075397272411657,0.005553692702392816,-0.6441763624337633,-0.31090451311635725,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Türkiye,Turkey,Türkiye,Türkiye,22,1599.03767,25.0,3.0,TUR,UEFA,51,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,473.7,Transfermarkt World Cup 2026 participants page,80.2,86.1,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,88.9,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1907.522328886522,2.3,1.3,2.2,43972,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Turkiye,Turkiye,26,27.7,3,42.3 %,€473.70m,473.7,€18.22m,18.22,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1599.03767,473.7,0.12276873346243261,0.30296486028568576,0.6005320780830331,0.6637591378978716,0.7273922510892858,0.12276873346243261,0.4983012679881324,0.2611577878342951,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Paraguay,Paraguay,Paraguay,Paraguay,40,1503.503339,40.0,0.0,PAR,CONMEBOL,48,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,153.65,Transfermarkt World Cup 2026 participants page,74.8,79.4,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,81.4,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1892.7586536311944,1.0,1.0,1.4,43928,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Paraguay,Paraguay,26,29.0,10,88.5 %,€153.65m,153.65,€5.91m,5.91,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1503.503339,153.65,-0.4870512264256045,-0.5550610872683835,-0.47892641455998036,-0.4573802462825685,-0.4645113009914736,-0.4870512264256045,-0.5067155165880034,-0.503360090392428,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Germany,Germany,Germany,Germany,10,1730.37136,10.0,0.0,GER,UEFA,53,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,947.0,Transfermarkt World Cup 2026 participants page,83.8,90.5,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,93.0,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1960.8288135391392,2.6,0.9,2.4,43948,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Germany,Germany,26,28.1,21,26.9 %,€947.00m,947.0,€36.42m,36.42,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1730.37136,947.0,0.9611051171415954,1.571840601505311,1.3201710731783736,1.4000297782551776,1.3789661928934334,0.9611051171415954,1.4582133698981152,1.2091112823496604,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Côte d'Ivoire,Ivory Coast,Côte d'Ivoire,Côte d'Ivoire,34,1532.975251,37.0,3.0,CIV,CAF,67,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,522.1,Transfermarkt World Cup 2026 participants page,79.4,85.6,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,88.6,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1799.019868650151,1.9,0.8,2.2,43854,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Ivory Coast,Ivory Coast,26,25.9,4,100.0 %,€522.10m,522.1,€20.08m,20.08,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1532.975251,522.1,-0.298924507940877,0.4327210104547749,0.44061230139518,0.5800920196754505,0.6797161090060536,-0.298924507940877,0.5008227352696829,0.05740283118679786,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Ecuador,Ecuador,Ecuador,Ecuador,23,1594.78386,23.0,0.0,ECU,CONMEBOL,57,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,368.7,Transfermarkt World Cup 2026 participants page,79.2,84.8,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,87.4,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1993.156337801992,0.9,0.5,1.6,43927,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Ecuador,Ecuador,26,26.1,5,92.3 %,€368.70m,368.7,€14.18m,14.18,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1594.78386,368.7,0.0956155811200428,0.021469079960182588,0.400632357223216,0.44622463051957734,0.48901154067313396,0.0956155811200428,0.2523842146316109,0.12810233368969276,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Curaçao,Curaçao,Curaçao,Curaçao,82,1294.652918,81.0,-1.0,CUW,CONCACAF,34,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,25.78,Transfermarkt World Cup 2026 participants page,69.4,72.7,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,75.0,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1607.956847789641,1.6,1.6,1.2,1895293,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Curaçao,Curaçao,26,28.0,1,100.0 %,€25.78m,25.78,€991k,0.991,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1294.652918,25.78,-1.8201966415206234,-0.897869329460975,-1.558384907202991,-1.578519630463011,-1.4816023321003893,-1.8201966415206234,-1.2536624556056977,-1.5024010313259561,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Netherlands,Netherlands,Netherlands,Netherlands,7,1757.874428,7.0,0.0,NED,UEFA,55,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,804.2,Transfermarkt World Cup 2026 participants page,83.8,90.3,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,93.0,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1973.3751125681597,2.8,0.7,2.1,43960,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Netherlands,Netherlands,26,27.7,12,92.3 %,€804.20m,804.2,€30.93m,30.93,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1757.874428,804.2,1.1366642030638905,1.1890063402626267,1.3201710731783736,1.3665629309662088,1.3789661928934334,1.1366642030638905,1.2792445828811136,1.1874718165052203,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Sweden,Sweden,Sweden,Sweden,38,1514.767421,42.0,4.0,SWE,UEFA,49,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,406.08,Transfermarkt World Cup 2026 participants page,78.4,84.2,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,87.0,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1728.709539863918,1.3,2.0,0.9,43970,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Sweden,Sweden,26,27.6,13,88.5 %,€406.08m,406.08,€15.62m,15.62,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1514.767421,406.08,-0.41514972293974745,0.1216815777560617,0.2407125805353629,0.345824088652673,0.4254433512288259,-0.41514972293974745,0.23588054651215884,-0.135973297863334,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Tunisia,Tunisia,Tunisia,Tunisia,44,1483.051871,47.0,3.0,TUN,CAF,68,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,69.95,Transfermarkt World Cup 2026 participants page,72.8,76.8,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,78.4,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1760.18306183697,1.3,1.0,1.3,43888,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Tunisia,Tunisia,26,26.7,7,76.9 %,€69.95m,69.95,€2.69m,2.69,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1483.051871,69.95,-0.6175981540574275,-0.7794534378707133,-0.8787258562796145,-0.8924492610391594,-0.9412727218237774,-0.6175981540574275,-0.8461799787791424,-0.709823578287904,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Japan,Japan,Japan,Japan,18,1660.427891,19.0,1.0,JPN,AFC,63,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,270.85,Transfermarkt World Cup 2026 participants page,78.9,84.2,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,86.6,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1988.638674456006,1.9,0.6,2.3,43819,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Japan,Japan,26,27.8,8,88.5 %,€270.85m,270.85,€10.42m,10.42,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1660.427891,270.85,0.5146381453886841,-0.2408581781812505,0.34066244096527143,0.345824088652673,0.3618751617845178,0.5146381453886841,0.08319240000970385,0.26346969346389437,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Belgium,Belgium,Belgium,Belgium,9,1734.714832,9.0,0.0,BEL,UEFA,52,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,547.5,Transfermarkt World Cup 2026 participants page,82.8,89.0,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,92.0,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1939.1466948197133,3.6,0.9,2.4,43935,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Belgium,Belgium,26,27.6,15,88.5 %,€547.50m,547.5,€21.06m,21.06,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1734.714832,547.5,0.9888306048598764,0.5008161801716109,1.1202713523185563,1.1490284235879145,1.2200457192826655,0.9888306048598764,0.8622340941509189,0.87000681504734,fifa_points_55_transfermarkt_value_30_rating_proxy_15
